File,timeISO8601,timeInt64,DMA1,DMA2,DMA3,DMA4,DMA5,DMA6,DMA7,DMA8,DMA9,DMA10,DMA11,DMA12,DMA13,DMA14,DMA15,DMA16,DMA17,DMA18,DMA19,DMA20,DMA21,DMA22,DMA23,DMA24,DMA25,DMA26,DMA27,DMA28,DMA29,DMA30,DMA31,DMA32,DMA33,DMA34,DMA35,DMA36,DMA37,DMA38,DMA39,DMA40,DMA41,DMA42,DMA43,DMA44,DMA45,DMA46,DMA47,DMA48,DMA49,DMA50,DMA51,DMA52,DMA53,DMA54,DMA55,DMA56,DMA57,DMA58,DMA59,DMA60,DMA61,DMA62,DMA63,DMA64,DMA65,DMA66,DMA67,DMA68,DMA69,DMA70,DMA71,DMA72,DMA73,DMA74,DMA75,DMA76,DMA77,DMA78,DMA79,DMA80,DMA81,DMA82,DMA83,DMA84,DMA85,DMA86,DMA87,DMA88,DMA89,DMA90,DMA91,DMA92,DMA93,DMA94,DMA95,DMA96,DMA97,DMA98,DMA99,DMA100,DMA101,DMA102,DMA103,DMA104,DMA105,DMA106,DMA107,DMA108,DMA109,DMA110,DMA111,DMA112,DMA113,DMA114,DMA115,DMA116,DMA117,DMA118,DMA119,DMA120,DMA121,DMA122,DMA123,DMA124,DMA125,DMA126
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T06:20:00.0,63717344400000,2.313886,1.2947689,2.1131587,3.594968,5.440841,8.30952,8.079526,13.52656,14.494073,16.71447,25.788404,25.45519,32.418808,36.11744,49.40488,47.50825,68.28882,74.35729,79.72189,86.49816,99.542076,102.640564,108.73453,120.24954,123.23225,130.49712,124.08571,123.42735,123.02525,118.56678,102.79392,102.46729,95.81054,86.25108,79.40786,71.08754,69.43837,65.04382,60.590252,58.39265,56.880203,51.88133,51.624966,44.248848,41.937298,35.517315,31.270205,27.523537,20.813148,18.705023,17.880157,14.468426,11.876979,10.398213,10.07893,8.055899,7.225067,8.390806,7.247236,6.1710377,4.892173,6.4064417,5.0489373,4.231453,4.9654016,5.2084365,3.7798738,3.5127137,4.275685,2.936689,2.7705069,3.5337498,2.890194,3.1594777,3.1691973,2.256698,1.9761195,1.437384,1.9398421,1.4846139,1.7253823,2.393121,2.1424315,2.720505,1.8227214,1.468248,1.733521,2.1805117,2.3586173,1.9908388,2.0927064,1.4514467,2.1108055,1.4067416,1.6341679,1.069034,0.8490491,0.94057065,0.83981365,0.5920525,0.60337794,0.30623934,0.3124965,0.10585082,0.37485147,0.16400898,0.11153401,0.16977242,0.11555958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T06:30:00.0,63717345000000,0.7655541,2.5701249,2.0972228,5.351541,3.6143174,5.6277313,8.017201,8.722332,15.734243,19.307878,20.184418,30.313484,29.11002,35.77845,51.483585,51.265377,55.738983,69.562775,68.89984,85.90604,107.149284,99.26295,106.89266,118.32455,121.94895,127.23033,131.82236,126.05231,126.059074,118.386925,111.2427,106.206474,104.31495,88.77414,87.20669,78.07226,74.19264,67.965416,59.685535,60.6862,60.807255,56.271698,50.248238,49.342983,43.48435,40.29515,33.69436,32.026882,26.826748,20.421555,18.511526,16.46541,14.282,11.024187,10.483552,8.53453,8.841812,8.453502,6.850523,5.7454576,5.534167,5.2969265,5.1313405,4.4741507,4.010398,4.0343137,4.003214,3.5020564,3.7907522,3.7804153,2.6997185,3.2191486,2.943906,3.128439,2.693561,2.8574522,2.0994627,2.0867047,2.5693772,2.3446784,2.072754,2.3329966,2.2229564,1.9830337,2.1328518,1.314513,2.4548223,1.5172117,1.8953404,2.172986,1.922754,2.3146777,2.0585418,1.6512237,1.0339882,1.1061847,1.1693685,0.75741196,1.2037116,0.68495435,0.598338,0.506158,0.51647574,0.2624007,0.3717143,0.3252686,0.16588789,0.16834997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T06:35:00.0,63717345300000,0.0,3.2407482,3.526215,2.999548,2.2699182,7.444632,11.496759,13.203551,13.0295315,18.377993,20.764343,25.338072,28.691122,34.32004,44.578007,47.604664,58.815147,64.16525,67.51233,84.665,95.391106,93.56624,104.40745,116.6348,118.333466,126.155106,133.38043,128.561,130.65749,121.79721,116.34104,115.01205,108.13902,98.41616,90.73551,80.55189,76.33984,67.310455,62.536606,66.609024,60.324867,56.31793,53.468204,50.311474,45.43513,39.732193,39.14666,31.959032,28.368145,22.733957,18.70279,16.870113,15.1194515,12.065818,11.129946,10.745166,9.264372,8.910666,8.371263,6.681992,6.751219,7.046809,8.221699,6.286027,5.636743,4.362643,4.622586,3.943096,2.96601,3.3759058,3.4396489,3.1318042,2.9580975,2.6432886,2.1195624,2.9272077,2.4274566,2.2959976,2.5152586,2.5714188,2.380517,2.0613823,2.7214465,2.3717306,2.4115303,1.5901713,2.0763552,2.1668842,2.048997,1.4596823,1.7393267,1.4889926,1.6044316,1.4188563,1.735406,1.3503002,1.2758294,1.3389922,0.632316,0.7413752,0.55408597,0.35792866,0.15652254,0.10603831,0.26821926,0.0,0.11172138,0.056695014,0.057889193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T06:40:00.0,63717345600000,0.0,0.6483635,2.1164145,3.00048,6.8118057,7.0085945,8.944273,12.1063175,12.138114,15.750511,18.840052,23.766117,25.339748,33.70352,48.084858,44.704544,56.542774,63.936466,70.99998,84.32807,91.32569,96.8145,100.95672,110.51057,126.61803,132.58427,129.97963,129.2368,130.15926,132.40788,117.82289,115.547935,110.88744,103.84594,99.556366,79.205376,86.14582,76.02141,66.52798,64.70058,62.270435,58.529274,55.54311,49.892323,45.866665,43.200153,38.56048,36.634594,31.016813,25.70404,21.858906,18.096033,16.388237,14.795692,12.517873,10.899432,8.345597,8.403666,7.760026,7.264424,7.9136267,6.398432,5.980557,6.1054096,5.7985005,5.142877,4.6432714,3.9334588,4.1015186,3.6554542,3.5688632,3.0985324,2.9157102,2.3105977,2.5010288,2.3651106,2.9000776,2.6485448,2.2246847,2.562613,2.1127367,1.8177446,1.9703641,2.226199,1.6000724,2.187014,2.4143946,2.1797764,1.8642386,2.6102526,1.6829667,1.75169,2.0327613,1.8140498,1.8338729,1.7694545,0.8505946,0.90865374,0.6996391,0.5293488,0.5494205,0.5624638,0.573963,0.10603831,0.21459103,0.16430578,0.11173699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T06:45:00.0,63717345900000,0.0,1.9464372,2.823718,6.0046706,4.5439105,6.136025,11.932011,10.644494,11.46882,9.793147,18.570217,24.072964,25.74941,31.62782,38.62721,47.45202,54.061134,61.612957,66.20918,83.49015,89.22877,94.728485,96.55707,118.99488,122.702095,129.38397,136.89392,131.1035,133.72084,132.94664,119.942375,125.47509,107.05406,102.85506,96.499435,91.02445,85.47751,76.10882,73.64732,71.61373,63.835068,61.629196,54.980274,54.271633,48.69545,43.892868,40.53016,37.573376,31.446161,26.795094,23.13085,19.411318,16.818455,14.341823,11.97507,10.413432,8.836113,9.741167,8.633427,7.1050286,7.163007,6.786221,6.9324436,6.441841,6.3866963,6.49483,5.2079463,4.325419,3.82102,2.5760791,3.502768,3.7967293,2.653022,2.4699337,2.612909,2.9581962,1.9762601,2.606683,2.9526541,1.802671,2.205083,1.7932825,2.3672771,2.147849,2.1510856,2.6047914,2.2826502,2.0814273,2.4154673,2.6298723,1.9338609,1.5951523,1.3003011,1.6297805,1.380227,1.6124516,1.2820734,0.90360767,0.9295154,0.29660308,0.4565163,0.5082393,0.57401,0.21209224,0.42922887,0.21910562,0.16762109,0.22679569,0.057889193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T06:55:00.0,63717346500000,0.76500636,3.852563,0.6986206,2.3769872,5.3961573,7.373675,9.699898,8.354581,13.205263,11.124452,17.17637,21.05701,21.840881,33.35093,34.36646,37.437958,49.903034,49.683273,56.374866,78.03745,88.2623,81.206604,92.33619,101.012665,118.50614,120.3844,129.72037,128.55418,133.59256,134.38588,126.07165,125.239426,121.43327,117.107834,98.68362,97.30888,94.83432,84.8452,80.985085,77.14576,71.55478,66.82895,64.158775,58.43636,56.004948,53.638832,48.715218,38.3415,36.72963,29.22673,26.847803,22.444618,18.773815,15.9712,14.614876,11.188374,10.695272,10.163864,8.349801,7.497855,9.313666,9.531258,6.899209,7.1941605,6.352456,5.351127,6.12364,4.5862913,4.986548,4.436661,4.1709023,4.020294,3.7956371,2.910745,3.0189233,2.898066,3.340038,2.884294,2.483533,2.4524379,2.0286493,2.133675,2.417028,1.9605255,1.2648648,2.2695644,2.2692626,2.2279806,2.1541085,1.9577637,1.6699437,2.0733304,1.5542614,1.8258513,2.2994807,1.2904367,1.2160271,0.99398404,0.86658055,0.684892,0.29913777,0.70851785,0.41314614,0.3673297,0.31858552,0.10841245,0.16587229,0.16833432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T07:00:00.0,63717346800000,0.0,4.5317397,2.8175504,5.3924437,3.1738288,2.6240616,4.2523303,10.255447,10.612546,12.181672,20.17956,21.126553,20.945402,26.266182,39.017197,42.27144,46.134644,54.59307,60.430603,66.47978,75.8439,89.26329,92.01574,100.949036,111.350845,124.3185,127.00354,128.6619,134.65149,133.34023,125.959755,126.22712,122.15238,121.19379,105.47576,89.777374,96.859665,86.54655,80.50445,81.70835,70.860435,68.459175,62.765644,58.69402,54.13073,52.78524,48.95069,44.63201,36.855045,34.13831,30.318813,23.553228,18.759996,18.051744,15.3242235,13.086115,12.823913,10.403028,9.157913,9.516205,8.494506,7.0237007,7.20865,7.2897944,6.5401516,6.761896,5.0707564,5.2662606,4.7909937,3.9897053,4.102634,3.928064,3.371376,3.1811392,2.4456754,3.222052,1.7605304,2.639946,2.7886074,2.8175323,2.5809934,2.6213875,2.3972867,2.503773,2.260129,2.0507972,2.0580795,2.0647335,2.6146066,1.501034,2.0228405,2.1358242,1.8598765,1.4136754,1.7514387,0.9760868,1.5565927,1.6707838,0.8739672,0.7894085,0.5531029,0.35728702,0.46875262,0.37045446,0.21420084,0.21868384,0.11153401,0.16977242,0.2889146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T07:05:00.0,63717347100000,1.5443683,1.2962964,2.1157255,0.59991294,2.2699182,6.1308007,4.6837835,6.9685054,12.8815,12.550937,13.97423,17.276798,16.314692,27.047226,25.772032,32.773335,38.6469,49.05252,56.974964,67.16783,76.94304,82.06875,85.94776,96.278694,103.14272,118.55535,126.50565,128.76756,130.89653,131.5241,125.59461,128.66077,125.41437,124.007454,120.653595,102.41318,99.8266,96.83842,82.64553,81.76631,79.58247,69.48958,69.106346,62.193275,58.806488,55.75402,47.442787,44.810516,37.40583,33.966244,28.799248,24.671474,23.979229,18.902445,14.250778,12.854477,12.1221485,11.262853,10.234126,9.266614,9.987839,7.569498,8.330399,7.3560934,7.9140887,6.5927844,7.387448,5.009391,4.85607,5.0178323,4.958786,3.7882445,3.329098,2.9575844,3.5267262,2.6182618,2.9866664,3.6290338,3.1669672,2.5664315,2.4361122,2.630182,1.9252014,2.5542567,1.8350803,2.2543945,2.377127,2.5279872,2.482475,2.1648817,1.317779,1.8434604,1.6572737,2.1571853,1.3294984,1.2112548,1.5528932,0.9626296,1.0697368,0.74139076,0.8633037,0.45307583,0.3739489,0.097179644,0.32186314,0.21907438,0.39104825,0.11337439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T07:10:00.0,63717347400000,0.7707428,0.0,0.0,1.1975795,4.98457,4.3710093,5.525049,7.6876683,6.4952297,12.400407,9.892423,16.670324,18.166029,21.91712,26.135363,35.744556,41.538555,47.239895,53.353935,62.85037,71.23403,73.153465,89.18759,99.76943,109.12082,119.17407,121.60344,125.70783,128.91495,128.08623,133.95338,121.56674,124.32868,117.18879,110.995476,105.67652,104.6867,96.474464,87.051956,82.62227,77.4401,72.97001,66.28901,65.3473,58.008556,52.703293,50.84537,48.334442,39.215446,33.851757,32.039227,27.439016,22.308643,18.57597,16.796799,14.734838,12.880377,11.662243,11.006976,9.210598,9.313497,9.318446,8.7728405,7.387406,8.136619,7.0767245,6.2327986,4.791649,5.93825,4.669104,4.7655706,3.9594123,3.7492933,3.3342547,2.7603984,3.0170429,3.7723105,3.2692554,2.8619397,2.9912193,2.7929134,2.624371,2.5293882,2.410672,2.5390573,2.0409033,2.807028,2.3906806,1.8210008,2.0324092,2.234339,2.2218482,1.6301184,1.3845317,1.7388506,1.9519545,1.2734567,0.71596533,0.82533705,0.64435756,0.8013416,0.45931986,0.3191887,0.36359563,0.32127005,0.16399336,0.16727759,0.16975677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T07:20:00.0,63717348000000,0.7718526,3.8869312,0.7048398,1.1990604,0.45367885,3.5007577,5.105536,6.229742,7.854942,11.190038,10.559259,17.714283,15.553409,20.020136,25.059795,37.242992,42.82987,42.832325,54.14076,64.22853,69.48397,81.333374,83.721,91.53897,103.95107,115.30085,124.37762,128.62866,129.85013,124.42444,123.312454,126.64863,124.11275,117.35699,115.51436,108.000206,109.6294,103.878044,92.21956,85.60181,82.603836,74.076645,77.58109,68.95124,65.2001,58.624237,54.718227,53.715904,43.512253,39.70147,34.822903,28.302845,25.093538,23.467419,18.038046,15.48469,12.769061,11.913155,12.925964,10.9084215,9.483066,8.822077,8.834772,7.3218074,6.739276,7.0999627,6.869372,6.2991877,5.492388,4.2897024,4.246415,3.7997851,3.7064388,4.084314,3.2788093,3.3635037,3.3952482,2.8234272,3.4320948,3.3497834,2.635043,3.5221605,2.422958,2.3136303,2.9467938,2.3905642,2.156588,2.2218788,1.8244392,2.3994265,2.5348637,2.1895814,2.048714,1.9972391,1.7589072,1.5681366,1.32088,1.0980458,0.7283892,0.83884495,1.0057496,0.5615092,0.26044774,0.15878405,0.0,0.16402459,0.055774808,0.28297487,0.057795417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T07:25:00.0,63717348300000,1.5465734,1.2980599,1.4123155,4.8052278,2.2725961,3.945729,4.262629,6.6085486,7.091788,10.799021,10.4626465,18.5528,17.153706,21.520227,29.47611,30.548283,32.343502,42.51944,49.31494,58.270073,67.41565,76.22022,84.66064,89.680565,102.80247,110.817184,124.08261,125.34675,131.19937,128.3872,125.68746,124.03984,129.86575,123.9583,120.92185,109.1174,107.94334,101.91109,94.81294,91.39171,85.401855,76.894905,75.59134,73.753815,63.131237,59.34328,55.42248,50.67564,41.982574,38.078785,33.847748,28.076462,25.824184,21.487892,20.365025,14.561423,10.46387,11.838948,10.2912,10.450786,10.601808,8.153722,9.1125965,7.446683,7.587447,6.6060815,7.219857,6.7539287,6.1261168,5.060153,5.1914506,4.856015,4.913437,4.059151,3.7805734,3.6263583,3.4415665,3.623846,3.3771932,2.6669436,3.4495003,3.2086823,2.2732065,2.442526,2.1882563,2.0556505,2.0113935,2.0138535,1.8905677,1.9179296,1.5497774,1.8638452,2.3387983,1.9157085,1.3275256,1.9003345,1.0870408,1.6740956,0.8757006,0.6922817,0.80591345,0.20456642,0.46967733,0.31816182,0.37558502,0.054784216,0.33525783,0.24502188,0.0971957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T07:30:00.0,63717348600000,0.0,0.64793295,0.0,1.7991731,2.2692487,2.6267352,5.9596205,5.866671,8.048855,10.777654,12.936529,15.692968,15.833741,21.438288,25.35806,29.14736,40.1902,41.251236,47.124527,58.625423,68.50014,78.318855,82.5212,89.52828,99.97449,101.923706,121.0437,121.51371,133.5009,137.15472,122.87354,137.88069,130.04674,132.20734,120.3068,110.98658,112.80566,106.665245,93.41184,91.05038,87.570595,80.153206,78.27069,72.221954,67.79089,65.74473,56.19401,53.376423,44.88077,40.934025,32.15363,27.63714,26.125065,19.406696,19.471481,14.665019,13.155633,14.1506815,10.305872,10.579241,9.810641,9.46553,7.778237,7.4798326,7.813995,6.7430954,7.4668493,6.404739,4.507799,4.8054314,5.123607,4.0407696,4.133099,4.3873568,4.7599916,4.4027762,3.4202201,3.5733857,2.963036,3.4625459,3.4245365,2.9974895,3.4421446,3.247911,1.8597358,2.6290572,2.590334,2.3582783,2.1992934,1.880552,1.7029529,1.9910127,1.4721391,1.6243337,1.3603427,1.4024676,1.2227862,1.1476318,0.6323003,0.93904305,0.7555292,0.4090233,0.46955192,0.47713333,0.16093157,0.32858032,0.05585288,0.22674878,0.057889193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T07:35:00.0,63717348900000,0.0,1.2967408,3.527369,1.200192,2.270588,4.8184066,4.6850443,5.136022,8.3749895,8.849928,11.4048395,16.056242,16.255314,25.768532,27.831186,30.36855,36.6419,42.588253,48.25289,54.028286,63.889313,71.05666,80.441765,88.47308,108.17501,110.34861,123.21332,125.79179,129.04633,131.58983,131.52682,138.16531,128.79897,125.91913,126.20829,116.61699,111.036545,107.60962,100.68332,99.52872,90.23947,85.032265,84.628136,75.1955,67.7252,61.734657,63.05745,52.800003,47.13551,40.51537,35.82278,29.90607,26.42655,20.64177,18.06353,15.415871,13.307746,12.06992,12.092385,9.8072195,9.745003,10.0175295,8.603309,7.500541,8.524908,6.3918734,6.564606,6.5186243,5.736853,5.0096717,5.3278775,5.7898455,5.4731,4.5180764,3.6440828,4.895603,4.0300455,3.7657483,3.4377477,3.5997622,3.4853456,3.3696077,3.1301572,2.5711257,3.0355098,2.100393,2.1351676,2.4734306,2.1608438,2.8138187,2.1816552,2.028185,1.6236498,1.8042674,1.7880448,0.9312869,1.0396173,1.3375705,1.0903039,0.87075806,0.35830685,0.55668926,0.46959895,0.15906528,0.42918205,0.16430578,0.22345836,0.056695014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T07:45:00.0,63717349500000,0.77241474,0.64828014,2.1159668,2.3996685,0.9078989,3.5027823,4.682756,4.3998156,11.267142,6.805611,13.2081785,14.876369,15.776334,17.25659,28.141882,30.106987,29.960272,41.14861,45.4241,56.58649,59.789017,69.15103,72.90349,81.29708,88.48776,110.036354,118.04205,120.68145,126.07504,133.50323,128.58736,125.80634,126.827484,125.529724,125.67998,114.60838,114.502785,106.342766,103.02691,93.74321,91.35858,89.281364,79.67276,73.858,71.307594,64.15738,60.86696,55.006245,47.2232,41.52456,35.11277,29.245132,25.845848,21.77166,18.152094,14.968087,13.288546,13.327943,10.336022,8.575004,9.715881,8.927602,8.937538,7.572041,8.094765,8.1278515,6.4578495,6.7022443,6.1401424,5.268505,4.8035088,5.4351,4.7807145,5.0046487,4.148506,4.1362596,4.0797396,4.022122,4.3708224,2.9783924,3.3105826,3.3877592,3.1765528,2.7354271,1.9942002,2.8681448,2.641223,1.8230542,3.3086426,2.0355542,2.526296,1.7136146,1.821737,1.5741851,1.8309451,1.6091979,1.4336007,0.8117003,1.5540699,0.69089425,0.653809,0.5615718,0.3646707,0.15879966,0.26781347,0.29413515,0.14618248,0.2264049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T07:50:00.0,63717349800000,3.0679526,1.9311903,1.0521863,1.4879426,2.7047236,4.782812,7.1867,5.825777,8.451008,12.268133,16.396423,20.050331,20.389559,23.972366,37.412003,41.492992,46.41033,55.991333,59.702274,62.87171,81.73404,81.88672,87.61285,100.2387,109.29383,110.141525,125.89158,126.86996,127.72786,131.7153,127.12043,123.435036,121.65642,126.68339,119.59043,108.81459,110.17189,103.2734,96.20716,94.61393,80.19708,76.39251,78.0202,68.42027,67.31564,57.29506,53.375595,49.467636,43.144207,37.01177,31.785044,26.174929,24.307827,21.13652,17.796324,14.284212,11.757634,10.509067,10.724997,10.186073,8.359771,8.502508,8.340791,8.606903,8.122532,6.7617865,6.4052863,6.09598,5.3713174,6.2950535,5.6501646,4.4147015,5.0250983,4.30579,3.7538352,4.3051467,4.6705465,4.1049814,4.234336,3.4689202,3.4741518,3.3057342,2.9153147,2.9468632,3.513322,2.8132887,3.177992,2.2143376,2.5049574,1.836353,2.0921612,2.3605082,2.3849528,1.334884,1.4399898,1.7085898,1.2724732,1.0835481,0.72281414,0.7030234,0.48322976,0.55780035,0.31045908,0.3154745,0.1596049,0.2172623,0.16620019,0.16866258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T07:55:00.0,63717350100000,1.5438205,1.239571,1.471269,1.7991731,3.1769483,3.5023189,8.295733,5.018358,9.9245,9.926789,9.006259,12.563801,13.467338,14.758992,22.681528,24.801325,27.565363,40.110146,45.733196,53.553974,57.036304,68.52125,71.27855,82.57551,90.35301,104.96266,110.80483,112.61861,121.85928,119.580055,127.307625,128.11382,120.40359,118.820526,117.30427,110.29295,105.054375,107.46179,92.79912,90.45918,78.80666,75.846466,73.04743,69.21323,60.278297,57.152973,51.773094,48.27344,40.030384,34.333874,29.509012,26.50176,22.906382,19.693514,17.48566,12.8334255,11.908687,10.831345,9.6272745,10.45671,8.874208,9.2980795,7.5780134,8.098681,7.995108,6.857342,7.7269936,6.4573655,6.050812,5.319237,4.802107,4.771742,4.621135,4.190496,3.9019504,3.4678943,4.4062014,3.349222,3.2092001,3.0134287,3.3464441,2.4865956,3.1585908,2.7420938,2.3932025,2.940175,2.3658721,3.2697818,1.8240153,2.0440497,2.7470474,2.093653,1.5140753,2.0153327,1.8295672,1.3065171,1.3201308,0.9563806,1.2646006,0.54364496,0.654792,0.5112909,0.67824864,0.31808367,0.10728771,0.35368392,0.14198218,0.17005378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T08:05:00.0,63717350700000,0.77330834,1.9471455,2.1185336,3.0033422,3.6362538,2.630522,5.115221,9.545933,9.3485565,15.904747,12.39779,16.228075,14.917352,17.580566,24.990347,31.406784,36.63476,41.388783,44.541843,51.82082,63.845295,66.57326,73.33849,77.977005,90.38866,100.480865,111.09084,115.13218,122.66291,127.7314,119.678276,121.9286,120.19333,120.662125,114.443855,108.86273,107.81021,99.61909,89.70284,86.212074,79.30096,75.28099,74.81179,66.22327,61.680367,53.19428,48.173145,45.76562,39.18935,32.983856,29.798609,22.678534,21.774714,18.09018,16.939484,13.620437,11.890716,10.363067,10.233509,10.230768,9.274941,8.172343,8.5153475,9.093901,8.223986,6.3439703,5.926291,6.4010034,5.6492434,5.483611,5.7557883,6.0227323,6.264857,4.696683,4.7407637,4.3744645,3.8528516,3.2021163,4.6024547,2.8539093,3.2314756,2.823786,2.55662,2.5891013,2.1056497,2.425084,2.1797674,2.5843587,2.7025425,1.9666191,1.8946052,1.7579814,1.56023,1.9083366,1.9291457,1.6766167,0.9452698,1.2436166,0.92437756,0.5438009,0.55421084,0.30686527,0.78280073,0.21210787,0.16096278,0.32867408,0.11175261,0.056695014,0.05790482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sgpaossmps/sgpaossmpsE13.a1.20200214.000000.nc,2020-02-14T08:10:00.0,63717351000000,0.77387047,0.6494882,0.0,3.6062338,1.8192022,5.702723,4.691479,6.560691,9.075746,11.079874,10.556972,14.027624,14.723218,21.947367,26.187346,32.609066,33.174583,43.258835,43.109547,50.96771,64.29126,68.038994,65.575066,79.347885,91.74453,97.478935,110.22374,108.10044,115.95278,118.02084,118.94762,122.86241,118.48581,115.47106,113.0976,108.1674,108.84286,99.601524,90.994705,85.55685,80.014946,71.940796,70.69558,63.264004,58.53742,50.6854,48.645954,43.469646,39.3608,32.365807,25.895403,23.564375,20.760841,18.356342,13.804532,13.011507,11.498307,13.15046,10.35834,10.385899,8.921117,10.141287,9.781353,7.3994265,7.2922463,7.8959403,5.698619,6.9843683,5.8777304,6.1819897,4.805808,5.169701,4.570368,4.8921523,4.112131,4.4249535,4.7901554,3.3519413,3.922262,3.3797548,3.147857,2.4639611,3.953353,2.3982418,2.3592038,2.1977065,2.7082393,2.1856747,1.861036,3.1049542,2.018292,1.6278396,2.4003742,1.6413003,1.921192,1.0712864,0.75629395,1.2802359,1.0333345,0.7910611,0.7040996,0.37681726,0.19097097,0.21213911,0.26831293,0.21913686,0.22352082,0.0,0.17371446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
